date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:23:02	36179/36179	---MC-	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2015:23:01%20GMT	https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.html	(from )
12:23:03	770/770	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Mar%202025%2015:23:02%20GMT	https://ebankpersonas.bancopatagonia.com.ar/robots.txt		(from )
12:23:03	16618/16618	---M--	200	added ('OK')	text/css	etag:W/%2216618-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/styles/loginNuevo.css	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/styles/loginNuevo.css	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:04	4713/4713	---M--	200	added ('OK')	text/css	etag:W/%224713-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/styles/botonesLogin.css	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/styles/botonesLogin.css	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:07	2975/2975	---M--	200	added ('OK')	application/javascript	etag:W/%222975-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/chkPass.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/chkPass.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:07	81669/81669	---M--	200	added ('OK')	text/css	etag:W/%2281669-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/styles/global.css	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/styles/global.css	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:07	38398/38398	---M--	200	added ('OK')	application/javascript	etag:W/%2238398-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/global.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/global.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:08	1381/1381	---M--	200	added ('OK')	application/javascript	etag:W/%221381-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/login.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/login.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:10	83504/83504	---M--	200	added ('OK')	application/javascript	etag:W/%2283504-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/fingerprint/vubrowserfp.min.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/fingerprint/vubrowserfp.min.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:10	1655/1655	---M--	200	added ('OK')	application/javascript	etag:W/%221655-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/fingerprint/VUFp.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/fingerprint/VUFp.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:12	53324/53324	---MC-	200	added ('OK')	text/javascript	etag:%221743145642000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/dwr/engine.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/dwr/engine.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:12	390/390	---M--	200	added ('OK')	text/javascript	etag:%221743145642000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/dwr/interface/LoggerAJAX.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/dwr/interface/LoggerAJAX.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:13	1085/1085	---M--	200	added ('OK')	text/css	etag:W/%221085-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/styles/vkey.css	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/styles/vkey.css	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2028%20Mar%202025%2015:23:14%20GMT	https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/borders.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/borders.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:16	15498/15498	---MC-	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2015:23:15%20GMT	https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/adhesion.htm	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/adhesion.html	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:17	21819/21819	---M--	200	added ('OK')	application/javascript	etag:W/%2221819-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/teclado/jquery-ui-personalized-1.5.2.min.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/teclado/jquery-ui-personalized-1.5.2.min.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:17	89500/89500	---M--	200	added ('OK')	application/javascript	etag:W/%2289500-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/teclado/jquery-3.6.0.min.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/teclado/jquery-3.6.0.min.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:18	3327/3327	---M--	200	added ('OK')	application/javascript	etag:W/%223327-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/teclado/jquery-fieldselection.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/teclado/jquery-fieldselection.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:19	2173/2173	---M--	200	added ('OK')	application/javascript	etag:W/%222173-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/teclado/vkeyboard.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/teclado/vkeyboard.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:20	1969/1969	---M--	200	added ('OK')	application/javascript	etag:W/%221969-1742910066000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/js/JavaScript-Seal-v1.js	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/js/JavaScript-Seal-v1.js	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:21	3654/3654	---M--	200	added ('OK')	image/gif	etag:W/%223654-1742910064000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/images/login/imgSeguridad.gif	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/images/login/imgSeguridad.gif	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:22	5095/5095	---M--	200	added ('OK')	image/gif	etag:W/%225095-1742910064000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/images/login/imgAyuda.gif	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/images/login/imgAyuda.gif	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:23	2433/2433	---M--	200	added ('OK')	image/gif	etag:W/%222433-1742910064000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/images/login/bienvenido.gif	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/images/login/bienvenido.gif	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:24	1241/1241	---M--	200	added ('OK')	image/gif	etag:W/%221241-1742910064000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/images/botones/botonIngresarOff.gif	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/images/botones/botonIngresarOff.gif	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:25	1822/1822	---M--	200	added ('OK')	image/gif	etag:W/%221822-1742910064000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/images/botones/botonIngresar.gif	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/images/botones/botonIngresar.gif	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:26	511/511	---M--	200	added ('OK')	image/png	etag:W/%22511-1742910064000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/images/iconos/tecladoVirtual.png	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/images/iconos/tecladoVirtual.png	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:27	72/72	---M--	200	added ('OK')	image/gif	etag:W/%2272-1742910064000%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/images/login/punteadaBlanca.gif	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/images/login/punteadaBlanca.gif	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:29	26624/26624	---M--	200	added ('OK')	image/png	etag:W/%2226624-1742692626526%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_PatagoniaMovil_297x90_1661196128819.png	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_PatagoniaMovil_297x90_1661196128819.png	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:30	137216/137216	---M--	200	added ('OK')	image/jpeg	etag:W/%22137216-1742692630429%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_Fraudes_440x310_1679419854461.jpg	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_Fraudes_440x310_1679419854461.jpg	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:30	16384/16384	---M--	200	added ('OK')	image/png	etag:W/%2216384-1742692629556%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_PatagoniaMovil_297x90_2_1661196178179.png	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_PatagoniaMovil_297x90_2_1661196178179.png	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:31	26624/26624	---M--	200	added ('OK')	image/png	etag:W/%2226624-1742692629496%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_NuevaDefault_Token_221x167_2_1661361754013.png	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_NuevaDefault_Token_221x167_2_1661361754013.png	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:32	23552/23552	---M--	200	added ('OK')	image/png	etag:W/%2223552-1742692626496%22	https://ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_Beneficios_223x167_1661196233804.png	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/marketing/NuevaDefault_Beneficios_223x167_1661196233804.png	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
12:23:33	1522/1522	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2015:23:33%20GMT	https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/logoutConcurrentPopUp.htm	/home/pablo/websites/bancopatagonia_login/ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/logoutConcurrentPopUp.html	(from https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm)
